name,subNum,subInit,design_values,pacman_initial_grid_x,pacman_initial_grid_y,bean_1_initial_grid_x,bean_1_initial_grid_y,bean_2_initial_grid_x,bean_2_initial_grid_y,end_condition_reason,noise_point_list,pacman_trajectory,step,second_order_intention,last_corrected_intention,second_order_intention_list,reaction_time,total_trial_time,star_grid_x,star_grid_y,condition,action
xietiantian,1,e,11,11,16,1,12,1,18,bean_1_eaten,"[3, 4, 13, 17, 19, 24, 25, 26]","[(11.0, 16.0), [10.0, 16.0], [9.0, 16.0], [9.0, 15.0], [10.0, 15.0], [9.0, 15.0], [8.0, 15.0], [7.0, 15.0], [6.0, 15.0], [5.0, 15.0], [4.0, 15.0], [3.0, 15.0], [2.0, 15.0], [3.0, 15.0], [2.0, 15.0], [1.0, 15.0], [0.0, 15.0], [0.0, 15.0], [0.0, 14.0], [0.0, 15.0], [0.0, 14.0], [0.0, 13.0], [0.0, 12.0], [0.0, 11.0], [0.0, 11.0], [0.0, 11.0], [0.0, 11.0], [1.0, 11.0], [1.0, 12.0]]",28,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0.7007663249969482, 0.15360736846923828, 0.25718259811401367, 0.10709357261657715, 0.14658689498901367, 0.2541825771331787, 0.12959694862365723, 0.13459014892578125, 0.13559389114379883, 0.4868466854095459, 0.12410640716552734, 0.16609787940979004, 0.14310884475708008, 0.12658214569091797, 0.3087196350097656, 0.15010762214660645, 0.43931126594543457, 0.41629528999328613, 0.16862058639526367, 0.17562389373779297, 0.15510916709899902, 0.16714096069335938, 0.15408682823181152, 0.45684313774108887, 0.48482608795166016, 0.19763875007629395, 0.7415287494659424, 0.45232129096984863]",10.54165077209473,1,15,text:'unequal_distance',"[[-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0]]"
xietiantian,1,e,48,7,3,12,4,2,6,bean_1_eaten,"[1, 2, 10]","[(7.0, 3.0), [7.0, 2.0], [7.0, 1.0], [8.0, 1.0], [9.0, 1.0], [10.0, 1.0], [11.0, 1.0], [12.0, 1.0], [12.0, 2.0], [12.0, 3.0], [12.0, 2.0], [12.0, 3.0], [12.0, 4.0]]",12,1,1,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[0.553917646408081, 0.1721184253692627, 0.15513849258422852, 0.16413044929504395, 0.14710617065429688, 0.16564130783081055, 0.1455979347229004, 0.2701733112335205, 0.1340937614440918, 0.17712831497192383, 0.3767664432525635, 0.17163681983947754]",5.641793489456178,6,4,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0]]"
xietiantian,1,e,36,19,4,3,1,12,18,bean_1_eaten,"[2, 6, 12, 14, 21]","[(19.0, 4.0), [18.0, 4.0], [18.0, 3.0], [17.0, 3.0], [16.0, 3.0], [15.0, 3.0], [15.0, 4.0], [14.0, 4.0], [13.0, 4.0], [12.0, 4.0], [11.0, 4.0], [10.0, 4.0], [10.0, 3.0], [9.0, 3.0], [9.0, 2.0], [8.0, 2.0], [7.0, 2.0], [6.0, 2.0], [5.0, 2.0], [4.0, 2.0], [3.0, 2.0], [3.0, 3.0], [3.0, 2.0], [3.0, 1.0]]",23,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0.6873071193695068, 0.16310811042785645, 0.16811895370483398, 0.1030735969543457, 0.12408781051635742, 0.12909412384033203, 0.11908602714538574, 0.14661717414855957, 0.10305619239807129, 0.1305985450744629, 0.11857891082763672, 0.2371673583984375, 0.14610600471496582, 0.1771240234375, 0.16510248184204102, 0.14510416984558105, 0.143601655960083, 0.14810824394226074, 0.15510940551757812, 0.16561627388000488, 0.38327455520629883, 0.4883434772491455, 0.381272554397583]",7.737931489944457,12,5,text:'unequal_distance',"[[-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0]]"
xietiantian,1,e,57,8,17,2,18,14,20,bean_2_eaten,"[1, 2, 5, 7, 8, 9, 11, 13]","[(8.0, 17.0), [7.0, 17.0], [7.0, 18.0], [8.0, 18.0], [9.0, 18.0], [9.0, 17.0], [10.0, 17.0], [10.0, 16.0], [10.0, 17.0], [10.0, 18.0], [11.0, 18.0], [11.0, 17.0], [12.0, 17.0], [12.0, 16.0], [13.0, 16.0], [14.0, 16.0], [15.0, 16.0], [15.0, 17.0], [15.0, 18.0], [15.0, 19.0], [15.0, 20.0], [14.0, 20.0]]",21,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2, 0]","[0.49996328353881836, 0.29018330574035645, 0.19664788246154785, 0.34974026679992676, 0.20316052436828613, 0.15959644317626953, 0.13710331916809082, 0.20364046096801758, 0.1916358470916748, 0.24068856239318848, 0.16860032081604004, 0.13911175727844238, 0.15459990501403809, 0.19813895225524902, 0.17612385749816895, 0.1351010799407959, 0.4248046875, 0.19412899017333984, 0.17965269088745117, 0.18410801887512207, 0.2176525592803955]",7.652119398117065,9,18,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0]]"
xietiantian,1,e,20,2,5,7,0,11,8,bean_2_eaten,"[9, 11]","[(2.0, 5.0), [3.0, 5.0], [4.0, 5.0], [5.0, 5.0], [6.0, 5.0], [7.0, 5.0], [8.0, 5.0], [9.0, 5.0], [10.0, 5.0], [10.0, 6.0], [11.0, 6.0], [10.0, 6.0], [10.0, 7.0], [10.0, 8.0], [11.0, 8.0]]",14,2,2,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0.6679697036743164, 0.21967506408691406, 0.12506961822509766, 0.15461087226867676, 0.1245875358581543, 0.1365983486175537, 0.1416168212890625, 0.14458560943603516, 0.18764162063598633, 0.7350289821624756, 0.3972647190093994, 0.2952110767364502, 0.3522498607635498, 0.3157477378845215]",7.004117012023926,7,6,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [1.0, 0.0]]"
xietiantian,1,e,45,16,14,10,6,19,5,bean_2_eaten,"[11, 14, 16]","[(16.0, 14.0), [17.0, 14.0], [18.0, 14.0], [19.0, 14.0], [19.0, 13.0], [19.0, 12.0], [19.0, 11.0], [19.0, 10.0], [19.0, 9.0], [19.0, 8.0], [19.0, 7.0], [20.0, 7.0], [20.0, 6.0], [20.0, 5.0], [20.0, 6.0], [19.0, 6.0], [18.0, 6.0], [18.0, 5.0], [19.0, 5.0]]",18,2,2,"[2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2]","[0.6825122833251953, 0.1971142292022705, 0.1561272144317627, 0.26967310905456543, 0.156113862991333, 0.2902028560638428, 0.4328267574310303, 0.14810466766357422, 0.1911168098449707, 0.14010286331176758, 0.13561415672302246, 0.16861605644226074, 0.32775330543518066, 0.24965620040893555, 0.36774420738220215, 0.3237287998199463, 0.36025452613830566, 0.502856969833374]",8.109253883361816,15,6,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0]]"
xietiantian,1,e,28,17,8,7,18,0,3,bean_2_eaten,"[5, 11, 12, 13, 14, 19, 20, 22, 29]","[(17.0, 8.0), [16.0, 8.0], [15.0, 8.0], [14.0, 8.0], [13.0, 8.0], [13.0, 7.0], [12.0, 7.0], [11.0, 7.0], [10.0, 7.0], [9.0, 7.0], [8.0, 7.0], [8.0, 6.0], [8.0, 7.0], [8.0, 6.0], [8.0, 7.0], [7.0, 7.0], [6.0, 7.0], [5.0, 7.0], [4.0, 7.0], [5.0, 7.0], [6.0, 7.0], [5.0, 7.0], [5.0, 6.0], [4.0, 6.0], [3.0, 6.0], [2.0, 6.0], [1.0, 6.0], [0.0, 6.0], [0.0, 6.0], [0.0, 7.0], [0.0, 6.0], [0.0, 5.0], [0.0, 4.0], [0.0, 3.0]]",33,2,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2]","[0.7865152359008789, 0.17062163352966309, 0.13611483573913574, 0.07904672622680664, 0.1286003589630127, 0.13559484481811523, 0.1125648021697998, 0.12508630752563477, 0.11209988594055176, 0.24065303802490234, 0.16361403465270996, 0.15461015701293945, 0.14812278747558594, 0.17060422897338867, 0.14009761810302734, 0.15561151504516602, 0.15511226654052734, 0.13459324836730957, 0.14562153816223145, 0.14917945861816406, 0.15460968017578125, 0.15011167526245117, 0.15560555458068848, 0.13558053970336914, 0.1461021900177002, 0.15311002731323242, 0.14660191535949707, 0.1566157341003418, 0.2486722469329834, 0.40228700637817383, 0.17562317848205566, 0.15510988235473633, 0.13759899139404297]",8.870604276657103,7,7,text:'unequal_distance',"[[-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0]]"
xietiantian,1,e,55,18,3,1,1,14,20,bean_1_eaten,"[3, 4, 6, 7, 9, 10, 12, 13, 15, 20, 21, 22, 26, 29, 31, 36, 42, 45, 52]","[(18.0, 3.0), [19.0, 3.0], [18.0, 3.0], [18.0, 2.0], [18.0, 3.0], [17.0, 3.0], [17.0, 2.0], [17.0, 3.0], [16.0, 3.0], [17.0, 3.0], [17.0, 4.0], [16.0, 4.0], [16.0, 3.0], [17.0, 3.0], [16.0, 3.0], [17.0, 3.0], [17.0, 2.0], [16.0, 2.0], [15.0, 2.0], [14.0, 2.0], [14.0, 3.0], [15.0, 3.0], [15.0, 4.0], [14.0, 4.0], [13.0, 4.0], [12.0, 4.0], [12.0, 3.0], [11.0, 3.0], [11.0, 2.0], [11.0, 3.0], [11.0, 2.0], [12.0, 2.0], [12.0, 1.0], [11.0, 1.0], [10.0, 1.0], [10.0, 0.0], [10.0, 0.0], [10.0, 0.0], [9.0, 0.0], [9.0, 0.0], [8.0, 0.0], [7.0, 0.0], [7.0, 0.0], [6.0, 0.0], [6.0, 0.0], [7.0, 0.0], [6.0, 0.0], [5.0, 0.0], [4.0, 0.0], [3.0, 0.0], [2.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 0.0], [0.0, 1.0], [1.0, 1.0]]",55,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[0.6227114200592041, 0.29370999336242676, 0.13559603691101074, 0.14960503578186035, 0.11558127403259277, 0.11358308792114258, 0.13109064102172852, 0.23216795921325684, 0.15361499786376953, 0.1836228370666504, 0.15610885620117188, 0.15010690689086914, 0.17515087127685547, 0.14257454872131348, 0.23917579650878906, 0.18813157081604004, 0.40728759765625, 0.17312097549438477, 0.14610600471496582, 0.24066805839538574, 0.1701221466064453, 0.15961265563964844, 0.175642728805542, 0.17610621452331543, 0.1441032886505127, 0.17212390899658203, 0.16011381149291992, 0.22915863990783691, 0.19564199447631836, 0.1270885467529297, 0.12210488319396973, 0.12456893920898438, 0.08305931091308594, 0.2611846923828125, 0.12609362602233887, 0.13659310340881348, 0.13810014724731445, 0.07104802131652832, 0.1345970630645752, 0.10308027267456055, 0.17661714553833008, 0.2801997661590576, 0.15761423110961914, 0.1240849494934082, 0.36125612258911133, 0.14710402488708496, 0.24617552757263184, 0.23066282272338867, 0.13259506225585938, 0.13759732246398926, 0.13363003730773926, 1.0051968097686768, 0.3427243232727051, 0.19666004180908203, 0.51584792137146]",14.35733938217163,14,4,text:'unequal_distance',"[[1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, 1.0], [1.0, 0.0]]"
xietiantian,1,e,8,17,18,9,9,2,18,bean_1_eaten,"[14, 19]","[(17.0, 18.0), [17.0, 17.0], [16.0, 17.0], [16.0, 16.0], [15.0, 16.0], [15.0, 15.0], [14.0, 15.0], [14.0, 14.0], [13.0, 14.0], [13.0, 13.0], [12.0, 13.0], [12.0, 12.0], [11.0, 12.0], [11.0, 11.0], [11.0, 10.0], [11.0, 9.0], [10.0, 9.0], [10.0, 8.0], [9.0, 8.0], [10.0, 8.0], [10.0, 9.0], [9.0, 9.0]]",21,1,1,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0.8055853843688965, 0.09256434440612793, 0.10805964469909668, 0.08057522773742676, 0.13209199905395508, 0.0895547866821289, 0.10006403923034668, 0.0720510482788086, 0.11458086967468262, 0.07155013084411621, 0.12258672714233398, 0.0950934886932373, 0.11357259750366211, 0.05952739715576172, 0.10106992721557617, 0.08906173706054688, 0.11858487129211426, 0.06904864311218262, 0.5759096145629883, 0.5228726863861084, 0.3812687397003174]",6.924736261367798,9,17,text:'unequal_distance',"[[0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, -1.0], [-1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0]]"
xietiantian,1,e,7,12,7,17,17,6,14,bean_2_eaten,"[1, 4, 5, 10, 11, 14, 18, 20, 22]","[(12.0, 7.0), [11.0, 7.0], [10.0, 7.0], [10.0, 8.0], [10.0, 9.0], [10.0, 8.0], [9.0, 8.0], [9.0, 9.0], [8.0, 9.0], [8.0, 10.0], [8.0, 9.0], [8.0, 8.0], [7.0, 8.0], [7.0, 9.0], [7.0, 8.0], [7.0, 9.0], [6.0, 9.0], [6.0, 10.0], [6.0, 9.0], [6.0, 10.0], [5.0, 10.0], [5.0, 11.0], [6.0, 11.0], [6.0, 12.0], [6.0, 13.0], [6.0, 14.0]]",25,2,2,"[0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.687135934829712, 0.4393129348754883, 0.14560151100158691, 0.11508631706237793, 0.12358403205871582, 0.0670466423034668, 0.11760091781616211, 0.11656665802001953, 0.12158656120300293, 0.12208843231201172, 0.10808420181274414, 0.08855366706848145, 0.10857629776000977, 0.0935661792755127, 0.11458063125610352, 0.1350996494293213, 0.1435990333557129, 0.260209321975708, 0.1501007080078125, 0.24767565727233887, 0.4836764335632324, 0.1656200885772705, 0.1561286449432373, 0.2511594295501709, 0.27069568634033203]",8.84202527999878,13,14,text:'unequal_distance',"[[0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0]]"
